brand,model,technology,buildVolumeX,buildVolumeY,buildVolumeZ,layerResolution,materialType,materialDiameter,materialsSupported,extruderType,extruderAmount,extruderMaxTemp,nozzleType,nozzleDiameter,connectivity,sensors,bedMaxTemp,bedType,frameType,enclosure,encolsureMaxTemp
,,,,,,,,,,,,,,,,,,,,,,
